technology,source,status,characters,path,error
Contextual Compression Retrieval,github_repository,success,331480.0,/content/drive/MyDrive/forge/knowledge_base/raw/contextual_compression_retrieval/github_repository.txt,
CRAG,official_documentation,success,324264.0,/content/drive/MyDrive/forge/knowledge_base/raw/crag/official_documentation.txt,
CRAG,github_repository,success,328028.0,/content/drive/MyDrive/forge/knowledge_base/raw/crag/github_repository.txt,
CRAG,research_papers,success,42153.0,/content/drive/MyDrive/forge/knowledge_base/raw/crag/research_papers.txt,
Dense Retrieval,github_repository,success,393579.0,/content/drive/MyDrive/forge/knowledge_base/raw/dense_retrieval/github_repository.txt,
Dense Retrieval,research_papers,success,42289.0,/content/drive/MyDrive/forge/knowledge_base/raw/dense_retrieval/research_papers.txt,
Ensemble Retrieval,official_documentation,success,291578.0,/content/drive/MyDrive/forge/knowledge_base/raw/ensemble_retrieval/official_documentation.txt,
Ensemble Retrieval,github_repository,success,331486.0,/content/drive/MyDrive/forge/knowledge_base/raw/ensemble_retrieval/github_repository.txt,
GraphRAG,official_documentation,success,295786.0,/content/drive/MyDrive/forge/knowledge_base/raw/graphrag/official_documentation.txt,
GraphRAG,github_repository,success,361315.0,/content/drive/MyDrive/forge/knowledge_base/raw/graphrag/github_repository.txt,
GraphRAG,research_papers,success,44256.0,/content/drive/MyDrive/forge/knowledge_base/raw/graphrag/research_papers.txt,
HyDE,official_documentation,success,258294.0,/content/drive/MyDrive/forge/knowledge_base/raw/hyde/official_documentation.txt,
HyDE,github_repository,success,270210.0,/content/drive/MyDrive/forge/knowledge_base/raw/hyde/github_repository.txt,
HyDE,research_papers,success,42130.0,/content/drive/MyDrive/forge/knowledge_base/raw/hyde/research_papers.txt,
Multi-Query Retrieval,official_documentation,success,291572.0,/content/drive/MyDrive/forge/knowledge_base/raw/multi_query_retrieval/official_documentation.txt,
Multi-Query Retrieval,github_repository,success,331485.0,/content/drive/MyDrive/forge/knowledge_base/raw/multi_query_retrieval/github_repository.txt,
Parent Document Retrieval,official_documentation,success,291578.0,/content/drive/MyDrive/forge/knowledge_base/raw/parent_document_retrieval/official_documentation.txt,
Parent Document Retrieval,github_repository,success,331486.0,/content/drive/MyDrive/forge/knowledge_base/raw/parent_document_retrieval/github_repository.txt,
Self-Query Retrieval,official_documentation,success,291578.0,/content/drive/MyDrive/forge/knowledge_base/raw/self_query_retrieval/official_documentation.txt,
Self-Query Retrieval,github_repository,success,331485.0,/content/drive/MyDrive/forge/knowledge_base/raw/self_query_retrieval/github_repository.txt,
SELF-RAG,official_documentation,success,445875.0,/content/drive/MyDrive/forge/knowledge_base/raw/self_rag/official_documentation.txt,
SELF-RAG,github_repository,success,419835.0,/content/drive/MyDrive/forge/knowledge_base/raw/self_rag/github_repository.txt,
SELF-RAG,research_papers,success,43222.0,/content/drive/MyDrive/forge/knowledge_base/raw/self_rag/research_papers.txt,
Chroma,official_documentation,success,296470.0,/content/drive/MyDrive/forge/knowledge_base/raw/chroma/official_documentation.txt,
Chroma,github_repository,success,379326.0,/content/drive/MyDrive/forge/knowledge_base/raw/chroma/github_repository.txt,
Chroma,api_reference,success,330553.0,/content/drive/MyDrive/forge/knowledge_base/raw/chroma/api_reference.txt,
Chroma,technical_blog,success,326033.0,/content/drive/MyDrive/forge/knowledge_base/raw/chroma/technical_blog.txt,
Chroma,release_notes,success,610253.0,/content/drive/MyDrive/forge/knowledge_base/raw/chroma/release_notes.txt,
Chroma,community_resources,success,24534.0,/content/drive/MyDrive/forge/knowledge_base/raw/chroma/community_resources.txt,
FAISS,official_documentation,success,20211.0,/content/drive/MyDrive/forge/knowledge_base/raw/faiss/official_documentation.txt,
FAISS,github_repository,success,361236.0,/content/drive/MyDrive/forge/knowledge_base/raw/faiss/github_repository.txt,
FAISS,technical_blog,success,106073.0,/content/drive/MyDrive/forge/knowledge_base/raw/faiss/technical_blog.txt,
FAISS,release_notes,success,772304.0,/content/drive/MyDrive/forge/knowledge_base/raw/faiss/release_notes.txt,
FAISS,research_papers,success,42597.0,/content/drive/MyDrive/forge/knowledge_base/raw/faiss/research_papers.txt,
FAISS,benchmark_pages,success,414481.0,/content/drive/MyDrive/forge/knowledge_base/raw/faiss/benchmark_pages.txt,
FAISS,community_resources,success,515256.0,/content/drive/MyDrive/forge/knowledge_base/raw/faiss/community_resources.txt,
Milvus,official_documentation,failed,,,"Client error '403 Forbidden' for url 'https://milvus.io/docs'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403"
Milvus,github_repository,success,608625.0,/content/drive/MyDrive/forge/knowledge_base/raw/milvus/github_repository.txt,
Milvus,api_reference,failed,,,"Client error '403 Forbidden' for url 'https://milvus.io/api-reference/pymilvus/v2.4.x/About.md'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403"
Milvus,technical_blog,failed,,,"Client error '403 Forbidden' for url 'https://milvus.io/blog'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403"
Milvus,release_notes,success,551381.0,/content/drive/MyDrive/forge/knowledge_base/raw/milvus/release_notes.txt,
Milvus,research_papers,failed,,,"Client error '403 Forbidden' for url 'https://dl.acm.org/doi/10.1145/3448016.3457550'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403"
Milvus,benchmark_pages,failed,,,"Client error '403 Forbidden' for url 'https://milvus.io/docs/benchmark.md'
For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/403"
Milvus,community_resources,success,18746.0,/content/drive/MyDrive/forge/knowledge_base/raw/milvus/community_resources.txt,
Pinecone,official_documentation,success,489501.0,/content/drive/MyDrive/forge/knowledge_base/raw/pinecone/official_documentation.txt,
Pinecone,github_repository,success,323395.0,/content/drive/MyDrive/forge/knowledge_base/raw/pinecone/github_repository.txt,
Pinecone,api_reference,success,621646.0,/content/drive/MyDrive/forge/knowledge_base/raw/pinecone/api_reference.txt,
Pinecone,technical_blog,success,339565.0,/content/drive/MyDrive/forge/knowledge_base/raw/pinecone/technical_blog.txt,
Pinecone,release_notes,success,584291.0,/content/drive/MyDrive/forge/knowledge_base/raw/pinecone/release_notes.txt,
Pinecone,community_resources,failed,,,[Errno -2] Name or service not known
Qdrant,official_documentation,success,53770.0,/content/drive/MyDrive/forge/knowledge_base/raw/qdrant/official_documentation.txt,
Qdrant,github_repository,success,405980.0,/content/drive/MyDrive/forge/knowledge_base/raw/qdrant/github_repository.txt,
Qdrant,api_reference,success,394066.0,/content/drive/MyDrive/forge/knowledge_base/raw/qdrant/api_reference.txt,
Qdrant,technical_blog,success,48064.0,/content/drive/MyDrive/forge/knowledge_base/raw/qdrant/technical_blog.txt,
Qdrant,release_notes,success,644806.0,/content/drive/MyDrive/forge/knowledge_base/raw/qdrant/release_notes.txt,
Qdrant,benchmark_pages,success,69291.0,/content/drive/MyDrive/forge/knowledge_base/raw/qdrant/benchmark_pages.txt,
Qdrant,community_resources,success,24304.0,/content/drive/MyDrive/forge/knowledge_base/raw/qdrant/community_resources.txt,
Weaviate,official_documentation,success,39260.0,/content/drive/MyDrive/forge/knowledge_base/raw/weaviate/official_documentation.txt,
Weaviate,github_repository,success,456911.0,/content/drive/MyDrive/forge/knowledge_base/raw/weaviate/github_repository.txt,
Weaviate,api_reference,success,32991.0,/content/drive/MyDrive/forge/knowledge_base/raw/weaviate/api_reference.txt,
Weaviate,technical_blog,success,61097.0,/content/drive/MyDrive/forge/knowledge_base/raw/weaviate/technical_blog.txt,
Weaviate,release_notes,success,649162.0,/content/drive/MyDrive/forge/knowledge_base/raw/weaviate/release_notes.txt,
Weaviate,benchmark_pages,success,25927.0,/content/drive/MyDrive/forge/knowledge_base/raw/weaviate/benchmark_pages.txt,
Weaviate,community_resources,success,25552.0,/content/drive/MyDrive/forge/knowledge_base/raw/weaviate/community_resources.txt,
